product_code,product_name,id,product_id,group_code,set_item_label,part_no,part_name,material_code,material_kind,profile_shape,profile_code,dim_a_mm,dim_b_mm,wall_thickness_mm,cut_length_mm,qty,unit,waste_pct,weight_kg,total_length_m,paint_area_m2,volume_m3,unit_price,amount,note,sort_order,created_at,updated_at,section_title,unit_basis,material_note,tenon
TB0193HG-AL,Rhone Round Aluminium Dining Table,cae571a0-96fd-4259-a2b6-b141775ca140,ac0924e2-8576-4305-a8b2-4ae84302270f,HARDWARE,,,Túi  PE,VT-PK-TUI-PE,,,,,,,,1,con,0,,,,,,,,19,2026-07-27T08:39:57.151771+00:00,2026-07-27T08:39:57.151771+00:00,,,Ngũ kim,
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,cb1ea048-5f2e-406f-b0a7-bac956919211,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,HARDWARE,,,LĐ chẻ,VT-PK-LD-CHE-LO-10,,,,,,,,4,Con,0,,,,,,,xi trắng,33,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,lỗ 10,
BN0204HG-AL,Ghế ba bằng nhôm gỗ bạch đàn FSC,cb56f380-6bc1-4aa9-a965-04b142a41a28,d7cc4ec4-9b1a-4022-a1a5-f85c8a8c680e,FRAME,,,La bắt nan mê,VT-AL-LA-25x2,AL,LA,,25,2,,465,2,cái,0,,,,,,,,8,2026-07-27T08:40:28.444161+00:00,2026-07-27T08:40:28.444161+00:00,,,La 2x25x465mm · La,
TB0191HG-AL,Rhone Aluminium Coffee Table,cb58353b-b6ac-41d2-aca9-894dc1d2c164,d405717a-b3a3-43e3-9d3b-b7319c0f8016,WOOD,,,LK Nan,VT-GO-10x50,WD,,,10,50,,1163,2,Cái,0,,,,,,,,6,2026-07-27T08:39:55.462282+00:00,2026-07-27T08:39:55.462282+00:00,,,Gỗ 10x50x1163mm · Gỗ Bạch đàn,
TB0174HG-AL,Bàn xếp Santorin,cba90299-0364-4872-a598-27852d523599,9999b62a-9e6c-479a-a503-dfb1f5a01eda,WOOD,,,Viền dài,VT-GO-18x50,WD,,,18,50,,716,2,Cái,0,,,,,,,,17,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,18x50x716mm · Gỗ,
BN0203HG-AL,Ghế đôi bằng nhôm gỗ bạch đàn FSC,cbfadc37-3a1a-4697-be20-ae75eda210ac,de2881a3-ffbd-46b8-b144-c3f858ed4cab,FRAME,,,Đố sau,VT-AL-HOP-50x13.5,AL,HOP,,50,13.5,,1110,1,cái,0,,,,,,,,5,2026-07-27T08:40:27.636224+00:00,2026-07-27T08:40:27.636224+00:00,,,Hộp 13.5x50x1110mm · Hộp,
TB0163HG-AL,"Bàn CN Tilos 150x90 cm, Khung nhôm , gỗ keo",cc29d639-730d-4756-97c4-d3b95fe16746,00f354d3-fe00-4fb9-a0e3-38327774ee15,HARDWARE,,,LĐS 10x20x1.5ly xi trắng,VT-PK-LDS-10X20X1-5LY-XI-TRANG-10X20X1-5LY-XI-,,,,,,,,4,cái,0,,,,,,,,16,2026-07-27T08:40:00.532777+00:00,2026-07-27T08:40:00.532777+00:00,,,"10x20x1.5ly, xi trắng · Sắt xi trắng",
BN0203HG-AL,Ghế đôi bằng nhôm gỗ bạch đàn FSC,cc79becd-bccd-4d31-9aa0-5cba047ee750,de2881a3-ffbd-46b8-b144-c3f858ed4cab,FRAME,,,Chống giữa tựa,VT-AL-HOP-25x15,AL,HOP,,25,15,,512,1,cái,0,,,,,,,,11,2026-07-27T08:40:27.636224+00:00,2026-07-27T08:40:27.636224+00:00,,,Hộp 15x25x512mm · Hộp,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",cc7ece06-86c0-4dfb-98c3-cf3d127b10d8,1959095d-7773-4766-a3b4-ebb37d852937,FRAME,,,Chốt tay,VT-AL-TRON-11.5x11.5,AL,TRON,,11.5,11.5,,51,2,Cái,0,,,,,,,,5,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,"Tròn 11.5x11.5x51mm, δ=3.5mm · Nhôm",
CH0001HG-AL,Ghế XC Naxos tay vịn nhôm gián giấy,cc81466d-dcc6-41e3-bcc4-8bd12e74b0b0,01ff6358-52cf-45d5-ac91-c853c5cf474d,FRAME,,,Chốt tay,VT-AL-TRON-11.5x11.5,AL,TRON,,11.5,11.5,,51,2,cái,0,,,,,,,,5,2026-07-27T08:40:25.178285+00:00,2026-07-27T08:40:25.178285+00:00,,,Tròn 11.5x11.5x51mm · Tròn,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",cc826bca-4f1e-41b1-a5a4-20f19c2504f7,1959095d-7773-4766-a3b4-ebb37d852937,FRAME,,,Đỡ tựa,,AL,,,20,35,,700,2,Cái,0,,,,,,,,3,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,20x35mm · Nhôm,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",cc99e720-0ed4-441c-886d-5005163d970e,ab1d308e-c1ed-413a-962e-fa0665835a57,HARDWARE,,,Eru 10 không keo xi trắng,VT-PK-ERU-10-KHONG-KEO-XI-TRANG-10MM,,,,,,,,4,Con,0,,,,,,,Lắp ty sắt với chân,34,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,10mm,
TB0168HG-AL,"Bàn CNKG nhôm gỗ keo 80(120)x70 cm , sơn graphit",cccb72cf-2006-4826-bb2d-16e495a2461b,f14f2987-0374-4d56-9303-644664529c95,HARDWARE,,,Vít 4x15,VT-PK-VIT-M4X15,,,,,,,,2,Con,0,,,,,,,,25,2026-07-27T08:40:05.189261+00:00,2026-07-27T08:40:05.189261+00:00,,,7M,
TB0183HG-AL,Table,ccd84bf8-3c03-423d-aa50-462df68d4eb7,2c2299c9-f0a9-4967-a256-964cab1397d7,FRAME,,,La bắt chân phụ,VT-AL-LA-4x25,AL,LA,,4,25,,84,1,Cái,0,,,,,,,,12,2026-07-27T08:39:48.359581+00:00,2026-07-27T08:39:48.359581+00:00,,,LA 25x84mm · Nhôm,
CH0170HG-AL,Ghế 5 bậc Paxos,ccf30cea-7523-414e-9d9f-dd6efe304681,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,HARDWARE,,,"LĐN 10x20x22, đen",VT-PK-LDN-10X20X22-DEN-10X20X22,,,,,,,,2,con,0,,,,,,,,28,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,10x20x22,
TB0192HG-AL,Table,cd1ed627-8bda-463e-959d-9a05314a43b4,ba6ce597-0683-40f0-9812-db98c3975068,WOOD,,,Liên kết 2,VT-GO-10x43,WD,,,10,43,,999,4,Cái,0,,,,,,,,8,2026-07-27T08:39:56.349146+00:00,2026-07-27T08:39:56.349146+00:00,,,Gỗ 10x43x999mm · Gỗ Bạch đàn,
TB0191HG-AL,Rhone Aluminium Coffee Table,cd2cab6e-207e-4c07-9176-acbbda628293,d405717a-b3a3-43e3-9d3b-b7319c0f8016,FRAME,,,Diềm bàn dài,VT-AL-HOP-40x60,AL,HOP,,40,60,,1115,2,Cái,0,,,,,,,Profile 868,0,2026-07-27T08:39:55.462282+00:00,2026-07-27T08:39:55.462282+00:00,,,Hộp 40x60x1115mm · Nhôm,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",cd80fc29-0046-4997-a973-50c9486896fa,ab1d308e-c1ed-413a-962e-fa0665835a57,HARDWARE,,,"Vít 4x15 đầu bằng ren gỗ, xi trắng",VT-PK-VIT-M4X15,,,,,,,,2,Con,0,,,,,,,,40,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,4x15mm,
TB0208HG-AL,Table,cd892625-87d4-4ee0-8e56-a1e01d0a9eff,98daab70-c88c-4903-a3c5-c4361d10f38e,FRAME,,3,Khung bàn/ thanh chéo,VT-AL-HOP-25x50,AL,HOP,,25,50,1,80,4,Cái,0,0.126144,0.32,0.048,,,,,2,2026-07-27T09:22:30.150883+00:00,2026-07-27T09:22:30.150883+00:00,,,,
CH0175HG-AL,Ghế xếp Santorin,cd8f088f-ff1f-4609-8dd1-8e75e3bbda9f,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Vít 6x15,VT-PK-VIT-M6X15,,,,,,,,2,Con,0,,,,,,,,34,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,"6x15, 7 màu",
OT0178HG-AL,"Bồn hoa lớn, khung nhôm, nan gỗ",ce0fcb2f-5944-4754-bfc2-099f9e2fe3fc,08deae79-7e91-40c5-a88e-0b5aa90a6c03,WOOD,,,Dọc hông ngắn,VT-GO-20x40,WD,,,20,40,,300,4,cái,0,,,,,,,36,18,2026-07-27T08:40:18.92139+00:00,2026-07-27T08:40:18.92139+00:00,,,Gỗ 20x40x300mm · Gỗ keo,
CH0187HG-AL,Bar Armchair,ce18650c-63f0-4df2-afe5-a6016fd393b1,d74c0269-67ef-4343-979b-feef0e4277d9,PACKAGING,,,Honeycomb chèn giữa 2 tựa ghế,VT-BB-HONEYCOMB-CHEN-GIUA-2-TUA-GHE,,,,,,,,2,cái,0,,,,,,,,28,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,20x100x300mm · Bao bì,
TB0167HG-AL,"Bàn CN nhôm gỗ keo 150x90 cm , sơn bạc",ce3ffa76-817e-4a4d-a64b-f3ad0b738ecc,02b7c853-9ac4-41c3-ada0-f619f6735301,HARDWARE,,,Mạc đồng dán,VT-PK-MAC-DONG-DAN,,,,,,,,1,Cái,0,,,,,,,,16,2026-07-27T08:40:04.076887+00:00,2026-07-27T08:40:04.076887+00:00,,,Đồng,
CH0113HG-AL,Armchair,cecb2450-81dc-46c7-87e3-292dcaf10dfa,df8b1a79-e9a3-4514-b995-7239f1f0dacd,FRAME,,,Tay vịn + chân sau,VT-AL-PF-HG32,AL,PF,HG32,30,45,,1060,2,Cái,0,,,,,,,Khuôn mới,0,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,HG32 30x45x1060mm · Nhôm,
TB0192HG-AL,Table,cf107c8f-4ce1-4a22-804b-0c195096bc30,ba6ce597-0683-40f0-9812-db98c3975068,PACKAGING,,,Lót góc hộp,VT-BB-LOT-GOC-HOP,,,,,,,,4,cái,0,,,,,,,,20,2026-07-27T08:39:56.349146+00:00,2026-07-27T08:39:56.349146+00:00,,,x200x200mm · Bao bì,
TB0192HG-AL,Table,cf32d0d2-bf24-4cce-9338-56c059ba88a2,ba6ce597-0683-40f0-9812-db98c3975068,HARDWARE,,,Vít,VT-PK-VIT-M4X15,,,,,,,,14,con,0,,,,,,,,14,2026-07-27T08:39:56.349146+00:00,2026-07-27T08:39:56.349146+00:00,,,bắn gỗ M4x15 · Ngũ kim,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",cf38f609-40a4-4e4e-aa92-a00730ab9a85,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Tán dù,VT-PK-TANDU-M6X50,,,,,,,,2,Con,0,,,,,,,,12,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,"6x50x15, đen · Thép",
CH0201HG-IN,"Ghế 5 bậc Ferrara khung Inox, vải fabric, tay gỗ keo",cf6be3fb-800b-4a9a-8bd4-87b71524cc3a,527ef8dc-ab18-4fd7-a30f-0bf800df1e6d,FRAME,,,Giằng Tựa,VT-IN-TRON-16,IN,TRON,,16,,0.6,444,2,cái,0,,,,,,,,6,2026-07-27T08:40:24.339854+00:00,2026-07-27T08:40:24.339854+00:00,,,Tròn 16x0x444mm · Tròn,
TB0183HG-AL,Table,cfd4f7a2-fc93-49e3-a9b9-1184333fc62e,2c2299c9-f0a9-4967-a256-964cab1397d7,FRAME,,,Dọc tựa,VT-AL-HOP-18.5x40,AL,HOP,,18.5,40,,497,6,Cái,0,,,,,,,Profile 202,13,2026-07-27T08:39:48.359581+00:00,2026-07-27T08:39:48.359581+00:00,,,Hộp 18.5x40x497mm · Nhôm,
CH0200HG-AL,Ghế xếp Florenz,cff0ad53-be37-468c-8a7b-5280203745e6,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,Nút Oval bằng màu đen,VT-PK-NUT-OVAL-BANG-MAU-DEN,,,,,,,,4,cái,0,,,,,,,,1,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
ST0185HG-AL,Rhone Aluminium Corner Lounge With Cushion,d06d6fa3-83ce-4294-8660-cba08655c5d6,f4a7504c-aab3-47fe-ab02-b9e3d806ee1d,PACKAGING,,,Màng PE,VT-BB-MANG-PE,,,,,,,,3,m,0,,,,,,,,26,2026-07-27T08:39:50.289387+00:00,2026-07-27T08:39:50.289387+00:00,,,Bao bì,
OT0178HG-AL,"Bồn hoa lớn, khung nhôm, nan gỗ",d07121ba-bc8c-4355-af55-5d6c12338d8c,08deae79-7e91-40c5-a88e-0b5aa90a6c03,HARDWARE,,,"Lục giác 4, 7 màu",VT-PK-LUCGIAC-LUC-GIAC-4-7-MAU,,,,,,,,1,cái,0,,,,,,,,30,2026-07-27T08:40:18.92139+00:00,2026-07-27T08:40:18.92139+00:00,,,Thép/Nhựa,
SL0181HG-AL,Giường tắm nắng Paxos,d09bd936-b47c-4d7e-b7db-63b379914c36,061e7682-05b0-43e3-a65d-1d7921caa87b,WOOD,,,Thành Giường,VT-GO-15x70,WD,,,15,70,,1953,2,Cái,0,,,,,,,,18,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,15x70x1953mm · Gỗ,
CH0170HG-AL,Ghế 5 bậc Paxos,d0a17236-3cda-46fd-805d-b92adcf3ece6,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,HARDWARE,,,LĐN 10x20x2,VT-PK-LDN-10X20X2-10X20X2,,,,,,,,2,con,0,,,,,,,,25,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,10x20x2,
CH0201HG-IN,"Ghế 5 bậc Ferrara khung Inox, vải fabric, tay gỗ keo",d0e5261c-a708-42aa-ae34-7b9680340b84,527ef8dc-ab18-4fd7-a30f-0bf800df1e6d,FRAME,,,Bịt đầu mê + tựa trên,VT-IN-LA-10.2x1.2,IN,LA,,10.2,1.2,,30.2,6,cái,0,,,,,,,,17,2026-07-27T08:40:24.339854+00:00,2026-07-27T08:40:24.339854+00:00,,,La 1.2x10.2x30.2mm · La,
CH0175HG-AL,Ghế xếp Santorin,d0ec2006-07c8-40cb-8c4d-ef8b55ea2c3c,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,Pát ty cầm phi 8,VT-PK-PAT-PAT-TY-CAM-PHI-8-PAT-TY-,,,,,,,,2,Con,0,,,,,,,,31,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,Pát ty cầm phi 8,
CH0189HG-AL,Stacking Armchair,d103017d-3914-4ed2-9560-310b97dced58,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,PACKAGING,,,Màng PE,VT-BB-MANG-PE,,,,,,,,30,m,0,,,,,,,,29,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,Màng PE · Bao bì,
TB0166HG-AL,"Bàn CN nhôm gỗ keo 150x90 cm , sơn graphit",d124a457-76d3-4499-bb02-eb4f97df3ecf,3d8d2375-d1e1-46a5-b90d-6532cf0bfe95,HARDWARE,,,Ty sắt 660mm,VT-PK-TY-SAT-660MM-TY-SAT-660MM,,,,,,,,4,Cây,0,,,,,,,,9,2026-07-27T08:40:03.231565+00:00,2026-07-27T08:40:03.231565+00:00,,,Ty sắt 660mm · Sắt,
CH0176HG-AL,Ghế 5 bậc Athos,d13e43c8-45dd-476d-ae73-9bfdd118e65d,a0d0c303-46c2-4387-8cce-7c68381c49dd,FRAME,,,Tay vịn,VT-AL-PF-TDHG17,AL,PF,TDHG17,10,50,,490,2,Cái,0,,,,,,,,3,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,TD-HG17 · Nhôm,
TB0094HG-AL,Bàn CN NW 1725x1000,d19978e3-7192-456d-92df-5af51db499a5,a92ef538-fef8-4eee-b2bd-c81fa8b693a7,PACKAGING,,,Màng foam,VT-BB-MANG-FOAM,,,,,,,,1,m,0,,,,,,,,25,2026-07-27T08:39:47.189331+00:00,2026-07-27T08:39:47.189331+00:00,,,PE Foam,
CH0197HG-AL,Ghế XC Keros,d1e4166b-5678-4879-aa56-ea34d3c90044,814b379d-6f5e-4c81-b87d-66029b8e81b3,WOOD,,,Tựa đầu,VT-GO-22x100,WD,,,22,100,,446,1,cái,0,,,,,,,,7,2026-07-27T08:40:21.881921+00:00,2026-07-27T08:40:21.881921+00:00,,,Gỗ 22x100x446mm · Gỗ keo,
CH0113HG-AL,Armchair,d1f85f05-b85e-49f1-b83c-112e204fe048,df8b1a79-e9a3-4514-b995-7239f1f0dacd,FRAME,,,Chốt tựa ắc,,AL,,,11.5,11.5,,36,7,Cái,0,,,,,,,,12,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,ắc 11.5x11.5x36x3.5mm · Nhôm,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,d1fbab66-c8d3-45a5-b990-3fa91eb91e79,976695ad-7e1a-405b-8fd8-22c6c97841b6,HARDWARE,,,"LĐN 10x20x13, đen",VT-PK-LDN-10X20X13-DEN-10X20X13-DEN,,,,,,,,2,cái,0,,,,,,,,24,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,"10x20x13, đen",
CH0200HG-AL,Ghế xếp Florenz,d24d2b16-494b-4a19-8ebf-6a5cd8e8dc58,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,"LĐN 6x16x5, đen",VT-PK-LDN-6X16X5-DEN,,,,,,,,2,con,0,,,,,,,Tay Vịn,20,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",d24ebda3-671e-4ae5-8995-a266d221cec7,ab1d308e-c1ed-413a-962e-fa0665835a57,WOOD,,,Nan cánh lớn,VT-GO-10x46,WD,,,10,46,,670,30,Cái,0,,,,,,,"Khe hở nan 3,7 ly",12,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,"10x46x670mm, Mộng 10 · Gỗ Acacia",
CH0176HG-AL,Ghế 5 bậc Athos,d25fa0cc-0757-4371-b53a-c38f1ed411a7,a0d0c303-46c2-4387-8cce-7c68381c49dd,HARDWARE,,,Bulon 4,VT-PK-BULONG-BULON-4-BULON-4,,,,,,,,4,con,0,,,,,,,,23,2026-07-27T08:40:14.779484+00:00,2026-07-27T08:40:14.779484+00:00,,,Bulon 4,
CH0177HG-AL,Ghế XC Siena,d3179a32-5c85-44fc-b1d1-3d48941cff9e,ecc2779b-b769-4034-aad4-8cd732d1b4de,FRAME,,,Bịt đầu mê,VT-AL-LA-1.2x17,AL,LA,,1.2,17,,30,2,Cái,0,,,,,,,,9,2026-07-27T08:40:15.874288+00:00,2026-07-27T08:40:15.874288+00:00,,,"LA 1.2x17x30mm, δ=1.2mm · Nhôm",
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",d34190c0-6353-4fe4-8b79-074321610356,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Tán rút,VT-PK-TANRUT-TAN-RUT-4,,,,,,,,4,Con,0,,,,,,,,25,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,4,
CH0165HG-AL,Ghế xếp chồng nhôm vải Naxos,d35b28c5-b56f-43d2-8b44-88c2c5d90e7d,f0401a01-d5b1-4296-a70e-90d2f283507b,HARDWARE,,,Tán rút,VT-PK-TANRUT-TAN-RUT-6-7-MAU,,,,,,,,6,cái,0,,,,,,,,13,2026-07-27T08:40:02.457562+00:00,2026-07-27T08:40:02.457562+00:00,,,"6, 7 màu",
TB0171HG-AL,"Bàn C Khung nhôm, gỗ keo",d36cd80e-f173-460f-a7d6-4a254766b1e3,abeb5e10-1330-4722-b5e3-2e545cf71042,HARDWARE,,,Mạc đồng dán,VT-PK-MAC-DONG-DAN-MAC-DONG-DAN,,,,,,,,1,Cái,0,,,,,,,,13,2026-07-27T08:40:08.829918+00:00,2026-07-27T08:40:08.829918+00:00,,,Mạc đồng dán · Đồng,
TB0199HG-IN,"Bàn CNKG Keros khung Inox 180(240)x100cm, nan gỗ keo FSC",d3806e2b-df97-4afe-b9f5-9e7b95f9141e,abbc34a3-c6cb-477d-8ec4-0fbed3012bb6,FRAME,,,La đỡ mảnh giữa,VT-IN-LA-2x15,IN,LA,,2,15,,280,2,Cái,0,,,,,,,,9,2026-07-27T08:40:18.145781+00:00,2026-07-27T08:40:18.145781+00:00,,,LA 15x2mm · Inox,
CH0200HG-AL,Ghế xếp Florenz,d38d10aa-b88c-4407-8d54-12016e961c21,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,LĐN 6x16x2 đen,VT-PK-LDN-6X16X2-DEN,,,,,,,,2,con,0,,,,,,,,9,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
CH0200HG-AL,Ghế xếp Florenz,d39922d8-87fe-42e6-ad01-646cf7c2ca08,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,LĐN 6x16x2 đen,VT-PK-LDN-6X16X2-DEN,,,,,,,,2,con,0,,,,,,,,14,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
CH0172HG-AL,Ghế xếp chồng Santorin,d3b03829-9c03-41d8-8e7d-00c6dad906d2,de910269-dc69-46c7-9438-cb41b1d9d825,FRAME,,,Chân trước,VT-AL-PF-TDB477,AL,PF,TDB477,24,40,,630,2,Cái,0,,,,,,,TD-B477,1,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,TD-B477 24x40mm · Nhôm,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,d3b705a5-f0fb-4f6a-b6cf-909124d41644,976695ad-7e1a-405b-8fd8-22c6c97841b6,FRAME,,,Giằng chân,VT-AL-HOP-20x40,AL,HOP,,20,40,,495,2,Cái,0,,,,,,,,2,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,Hộp 20x40x1mm · Nhôm,
TB0198HG-IN,"Bàn Keros 150x90 khung Inox, nan gỗ keo FSC",d3b76870-8926-45c9-9b7a-6e6f57acba44,c835fe7a-b3b4-40ed-a1ee-3e432f3166ed,WOOD,,,Nan ngoài,VT-GO-25x56,WD,,,25,56,,847,2,cái,0,,,,,,,,11,2026-07-27T08:40:22.700984+00:00,2026-07-27T08:40:22.700984+00:00,,,Gỗ 25x56x847mm · Gỗ keo,
TB0174HG-AL,Bàn xếp Santorin,d3cd6b15-7b58-4e1a-ab78-456108d9b686,9999b62a-9e6c-479a-a503-dfb1f5a01eda,HARDWARE,,,Pat 3 lỗ tay vịn ghế xếp Naxos,VT-PK-PAT-PAT-3-LO-TAY-VIN-GHE-XEP,,,,,,,,2,Cái,0,,,,,,,,29,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,3 lỗ,
ST0185HG-AL,Rhone Aluminium Corner Lounge With Cushion,d4170328-7621-4ebb-a60a-d40348adaafd,f4a7504c-aab3-47fe-ab02-b9e3d806ee1d,FRAME,,,Chân sau,VT-AL-HOP-58x58,AL,HOP,,58,58,,617.5,2,Cái,0,,,,,,,Profile 869,13,2026-07-27T08:39:50.289387+00:00,2026-07-27T08:39:50.289387+00:00,,,Hộp 58x58x617.5mm · Nhôm,
TB0174HG-AL,Bàn xếp Santorin,d41ab356-a4c0-4f3f-86b4-fb54ba59f3f8,9999b62a-9e6c-479a-a503-dfb1f5a01eda,FRAME,,,Giằng chân trước,VT-AL-HOP-20x30,AL,HOP,,20,30,,445,1,Cái,0,,,,,,,,12,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,Hộp 20x30x1mm · Nhôm,
ST0185HG-AL,Rhone Aluminium Corner Lounge With Cushion,d44850cd-b274-4b52-9764-2d3e5ab75ecd,f4a7504c-aab3-47fe-ab02-b9e3d806ee1d,FRAME,,,Chân giữa/pát,VT-AL-LA-4x25,AL,LA,,4,25,,84,1,Cái,0,,,,,,,,12,2026-07-27T08:39:50.289387+00:00,2026-07-27T08:39:50.289387+00:00,,,LA 25x84mm · Nhôm,
CH0184HG-AL,Rhone 2 Seater Aluminium Lounge,d4879f82-10a4-404b-afe6-18ecbef586c1,f9856e48-3f95-4f76-aa47-20064c5e4460,FRAME,,,Pát góc,VT-AL-LA-2x44,AL,LA,,2,44,,55,4,Cái,0,,,,,,,,10,2026-07-27T08:39:49.196697+00:00,2026-07-27T08:39:49.196697+00:00,,,LA 44x55mm · Nhôm,
CH0189HG-AL,Stacking Armchair,d4989bdc-4c5a-42a9-9d64-d84fa8bddf47,9d8c30ac-09ec-4dc2-8e68-42aeb736970f,WOOD,,,Đỡ nan tựa,VT-GO-20x20,WD,,,20,20,,270,2,Cái,0,,,,,,,,11,2026-07-27T08:39:53.627404+00:00,2026-07-27T08:39:53.627404+00:00,,,Gỗ 20x20x270mm · Gỗ Bạch đàn,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",d4b26667-86ec-49df-8b58-d78ac2b1783f,ab1d308e-c1ed-413a-962e-fa0665835a57,WOOD,,,Viền ngang cánh lớn,VT-GO-25x80,WD,,,25,80,,842,2,Cái,0,,,,,,,,9,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,25x80x842mm · Gỗ Acacia,
TB0171HG-AL,"Bàn C Khung nhôm, gỗ keo",d4e36d19-82e4-4b3d-8d6c-60582aae2fed,abeb5e10-1330-4722-b5e3-2e545cf71042,WOOD,,,LK nan,VT-GO-9x35,WD,,,9,35,,292,3,Cái,0,,,,,,,,6,2026-07-27T08:40:08.829918+00:00,2026-07-27T08:40:08.829918+00:00,,,9x35x292mm · Gỗ Acacia,
SL0181HG-AL,Giường tắm nắng Paxos,d4edda93-f59e-4ca8-9d39-545bd73141d6,061e7682-05b0-43e3-a65d-1d7921caa87b,FRAME,,,U Bắt tay Gỗ,VT-AL-HOP-25x50,AL,HOP,,25,50,,40,10,Cái,0,,,,,,,,16,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,Hộp 25x50x40mm · Nhôm,
CH0170HG-AL,Ghế 5 bậc Paxos,d52b5637-91af-4eef-8ff4-a5205408d1df,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,FRAME,,,Chân,VT-AL-PF-TDB477,AL,PF,TDB477,20,40,,620,4,Cái,0,,,,,,,,0,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,TD-B477 20x40x620mm · Nhôm,
